Festival,Year,Track,Title,Brand,Agency,Category,Award Level,Board image
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,LITTLE BIG E-MOTION,HYUNDAI,INNOCEAN WORLDWIDE,Health & Wellness Tech,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/e55c7e57567645bd8e66d652e39380dd
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,STRESSWAVES,CIGNA,McCANN,Health & Wellness Tech,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/1b16ba1f5fa3415cb09bb32e6a2b004e
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,LITTLE BIG E-MOTION,HYUNDAI,INNOCEAN WORLDWIDE,Health & Wellness Tech,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/abfa0c4624f049bbb77b2889f3685413/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,PROJECT BREATHE,ST LUKES MEDICAL CENTER,TBWA\SANTIAGO MANGADA PUNO,Brand-led Education & Awareness,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/36c7712855764a1592badc44898f57fe
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,STRESSWAVES,CIGNA,McCANN,Brand-led Education & Awareness,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/d6b3f99943984106a1008b8ff8d2dd45
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,FACIALAB,HAKUHODO INTERNATIONAL TAIWAN,TAIWAN HAKUHODO,Brand-led Education & Awareness,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/8bffa5331b804df08d4a961c895f605e
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,STRESSWAVES,CIGNA,McCANN,Brand-led Education & Awareness,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/d6b3f99943984106a1008b8ff8d2dd45
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,TIGER,PRIME INDIAN HOSPITALS,McCANN INDIA,Brand-led Education & Awareness,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/c2545f34164a400d98155506bf76b63e
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,SNAKE,PRIME INDIAN HOSPITALS,McCANN INDIA,Brand-led Education & Awareness,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/13e9a1148c554973a9163ace2c17d76b
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,SHIELD,PRIME INDIAN HOSPITALS,McCANN INDIA,Brand-led Education & Awareness,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/966e770c44ff4ef5bf66fd1c4e6ef78f
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,PRUDENTIAL WE DO BRAND CAMPAIGN,PRUDENTIAL,R/GA,Brand-led Education & Awareness,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/428b284a83104a9a877a2f3d56f26219
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,ALL LOVE IS POSSIBLE,VIATRIS CHINA,ISOBAR CHINA,Brand-led Education & Awareness,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/01c259785d434279af287eac8e6b1ec2
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,NETFLIX AND BMC PRESENTS MONEY HEIST - NAAK BANDHI,NETFLIX INDIA,NETFLIX,Brand-led Education & Awareness,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/d376d65b596c46efaa710c179b9da278
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,READLAXATION,BOOKSHELF PH,DENTSU JAYME SYFU,Brand-led Education & Awareness,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/335e76dfe36641388311d0c17756f4a8
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,TIGER,PRIME INDIAN HOSPITALS,McCANN INDIA,Brand-led Education & Awareness,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/2d2c59b90e0049359645fddf8944a6aa
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,SNAKE,PRIME INDIAN HOSPITALS,McCANN INDIA,Brand-led Education & Awareness,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/8c334ab85bc44619b41d4e83c3a65697
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,SHIELD,PRIME INDIAN HOSPITALS,McCANN INDIA,Brand-led Education & Awareness,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/ba52cf3715984d14b0e902a8ad88744c
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,ALONE,ST LUKES MEDICAL CENTER,TBWA\SANTIAGO MANGADA PUNO,Brand-led Education & Awareness,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/e3b7e768d0cd4aaabfd4a33d58031bed
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,BREATHE,ST LUKES MEDICAL CENTER,TBWA\SANTIAGO MANGADA PUNO,Brand-led Education & Awareness,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/f31310f5fcd44bd392f0c33adef5fffd
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,THE WORLDS MOST HATED RESTAURANT,SEIYU,ENJIN,Brand-led Education & Awareness,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/af34b33cf4374650af33015a6ee8f0e3
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,A MESSAGE FROM A GIGANTIC QR CODE,ROHTO PHARMACEUTICAL,DENTSU INC,Brand-led Education & Awareness,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/b667174cb2b7474d8a89f80ff5932568
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,INCENSE OF MEMORIES,KAMEYAMA,WUNDERMAN THOMPSON,Brand-led Education & Awareness,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/bee9842e065e43878419ebdd03703732
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,BREAST CANCER CHECK!,CHUKYO TV,CHUKYO TV BROADCASTING CO LTD,Brand-led Education & Awareness,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/71edeb463147413f8f9c91e61ca135a6
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,TWO SQUARE METRES OF LOVE,NUBY,NUBY,Brand-led Education & Awareness,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/2266d579b4564b7b824fba89b6cab1e6
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,AMILI POOPHEMISMS,AMILI,WUNDERMAN THOMPSON,Brand-led Education & Awareness,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/ed24a8f93bbc44e0bff1f5c870eb5b0f
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,MASKMARRIESVACCINE,GERAKAN PAKAI MASKER,PT HUTCHISON 3 INDONESIA,Brand-led Education & Awareness,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/76e38d838b6c4b5d8d079581a256c4a4
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,HAVE A HMMM,ACC (ACCIDENT COMPENSATION COOPRATION),VMLY&R,Brand-led Education & Awareness,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/acfec5710df94b6091e1a5c1841a167b
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,BACKGROUND BLINDSPOT,MICROSOFT ADVERTISIGN,RAZORFISH AUSTRALIA,Brand-led Education & Awareness,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/a4c100bb81d148e88ff26eaea8a8e074
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,THE MO-HAIR SUIT,POLITIX,BULLFROG MEDIA,Brand-led Education & Awareness,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/84fdaccd038444b0b054b27e330dc3b1
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,HELLO GOOD DAY,THE ALZHEIMER FOUNDATION OF THAILAND,DENTSU ONE (BANGKOK),Non-profit & Foundation-led Education & Awareness,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/40ad4561c5bd4190a4394674ad2d5eb5
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,RIGHT INFORMATION FOR EVERYONE (???? ???? ???? ????),BRAC NGO,MINDSHARE,Non-profit & Foundation-led Education & Awareness,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/5fa0c3dbc4964e4bb5a19dd8e11bbc75
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,HELLO GOOD DAY,THE ALZHEIMER FOUNDATION OF THAILAND,DENTSU ONE (BANGKOK),Non-profit & Foundation-led Education & Awareness,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/40ad4561c5bd4190a4394674ad2d5eb5
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,BOYS DO CRY,GOTCHA4LIFE FOUNDATION,THE HALLWAY,Non-profit & Foundation-led Education & Awareness,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/1bf7feb204f94f55a1d465b8fee917e3/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,DREAMY,COMMON GROUND,OGILVY AUSTRALIA,Non-profit & Foundation-led Education & Awareness,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/edc75c7033014fd68de31cbbb43e0f59
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,THE BABY WHO CHANGED THE WORLD A WHITE PAPER LIKE NO OTHER,BODY POSITIVE/POSITIVE WOMEN,TRIBAL AOTEAROA,Non-profit & Foundation-led Education & Awareness,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/feb37b3f7e1c4948b33c093aa58bf86f
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,SOS HONEST COOKIE,SAMARITANS OF SINGAPORE,TBWA\SINGAPORE,Non-profit & Foundation-led Education & Awareness,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/a115a357db31483d8b17ab8eedc91db8
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,I WISH YOU WERE A NON-SMOKER(NODAM TAG),MINISTRY OF HEALTH AND WELFARE,HS AD,Non-profit & Foundation-led Education & Awareness,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/5c64b29eaa9848029619581dffd32b38/storyboard_000008.jpg
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,BOYS DO CRY,GOTCHA4LIFE FOUNDATION,THE HALLWAY,Non-profit & Foundation-led Education & Awareness,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/1bf7feb204f94f55a1d465b8fee917e3/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,QUIT YOUR WAY IN MAY,DRUG AND ALCOHOL SERVICES SOUTH AUSTRALIA,SHOWPONY ADVERTISING,Non-profit & Foundation-led Education & Awareness,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/778739fe3d144933ad2abd47b1c830fd
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,HELLO GOOD DAY,THE ALZHEIMER FOUNDATION OF THAILAND,DENTSU ONE (BANGKOK),Non-profit & Foundation-led Education & Awareness,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/40ad4561c5bd4190a4394674ad2d5eb5
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,MEET THE SURVIVORS,,OGILVY PAKISTAN,Non-profit & Foundation-led Education & Awareness,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/45d9825b237345ddbf70aa52b48b82d2
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,MEET THE SURVIVORS,,OGILVY PAKISTAN,Non-profit & Foundation-led Education & Awareness,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/45d9825b237345ddbf70aa52b48b82d2
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,DISEASE DILEMMAS,GARVAN INSTITUTE OF MEDICAL RESEARCH,DENTSU CREATIVE,Fundraising & Advocacy,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/3319d6c262174a118d69c6fde8b4bb00/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,REMUNDIES,TESTICULAR CANCER NEW ZEALAND,FCB NEW ZEALAND,Fundraising & Advocacy,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/ef3b8d8e5c75448ea846b0f606c1f072
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,SIP SELFLESSLY,MOOD TEA,THE MONKEYS PART OF ACCENTURE SONG,Fundraising & Advocacy,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/8de13c841816428cbb92f33e84c60e30
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,LIFE SHARING POWERBANK,ENERGY MONSTER,TBWA\BOLT SHANGHAI,Fundraising & Advocacy,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/82b7607cb1ef45ecb46c0377235e2f10
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,WHAT IF,TPP HEALTHCARE INTERNATIONAL CO LTD,DENTSU ONE (BANGKOK),Corporate Image & Communication,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/cbeb1b722542418f858a6e2f6d55c91d/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,PANADOL CARE COLLECTIVE,GLAXOSMITHKLINE CONSUMER HEALTHCARE PTY LTD,EDELMAN,Corporate Image & Communication,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/ff6070c7eaac4b2cbcfcdb1049f172d2
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,TIGER,PRIME INDIAN HOSPITALS,McCANN INDIA,Health Services & Facilities,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/2d2c59b90e0049359645fddf8944a6aa
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,SNAKE,PRIME INDIAN HOSPITALS,McCANN INDIA,Health Services & Facilities,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/8c334ab85bc44619b41d4e83c3a65697
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,SHIELD,PRIME INDIAN HOSPITALS,McCANN INDIA,Health Services & Facilities,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/966e770c44ff4ef5bf66fd1c4e6ef78f
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,THERMO SELFIE,DATASCOPE,HYTEK INC,Health Services & Facilities,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/1aabecd1e3fc4131abfda02593879364
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,TIGER,PRIME INDIAN HOSPITALS,McCANN INDIA,Health Services & Facilities,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/2d2c59b90e0049359645fddf8944a6aa
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,SHIELD,PRIME INDIAN HOSPITALS,McCANN INDIA,Health Services & Facilities,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/966e770c44ff4ef5bf66fd1c4e6ef78f
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,DESIGN FOR HEALING,TPP HEALTHCARE INTERNATIONAL CO LTD,DENTSU ONE (BANGKOK),Health Services & Facilities,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/352466e322ce4c8e956344ac81d706a1/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,NEW MEDICAL CULTURE,TPP HEALTHCARE INTERNATIONAL CO LTD,DENTSU ONE (BANGKOK),Health Services & Facilities,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/eb51e23c049d450cafab25745533e93f/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,STRESSWAVES,CIGNA,McCANN,Insurance,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/d6b3f99943984106a1008b8ff8d2dd45
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,STRESSWAVES,CIGNA,McCANN,Insurance,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/d6b3f99943984106a1008b8ff8d2dd45
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,STRESSWAVES,CIGNA,McCANN,Insurance,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/d6b3f99943984106a1008b8ff8d2dd45
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,PRUDENTIAL WE DO BRAND CAMPAIGN,PRUDENTIAL,R/GA,Insurance,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/428b284a83104a9a877a2f3d56f26219
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,TALK WITH COW BUM - A DAIRY FARMERS BEST FRIEND-,NTT DOCOMO,DENTSU INC,Animal Health,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/3c9d81981b144d76bad4d8e5792a9e66
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,FRONT LINE CAT,FRONT LINE,McCANN,Animal Health,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/4b554df9f281477aa1edcde4afda4963/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,FRONT LINE CAT,FRONT LINE,McCANN,Animal Health,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/4b554df9f281477aa1edcde4afda4963/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,DOG,YOUTH ORGANISATION IN DEFENCE OF ANIMALS,McCANN INDIA,Animal Health,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/a3b5c3ea70b5444c995a846331476230
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,CAT,YOUTH ORGANISATION IN DEFENCE OF ANIMALS,McCANN INDIA,Animal Health,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/e7cd019be1fa46da9f8f4d4df073b604
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,THE BABY WHO CHANGED THE WORLD A WHITE PAPER LIKE NO OTHER,BODY POSITIVE/POSITIVE WOMEN,TRIBAL AOTEAROA,Direct to Patient,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/7e81f67f92e940c489972bba8b7bb667
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,HAPPY DOCTORS DAY REALLY? - MANIPAL HOSPITALS,MANIPAL HOSPITALS,Social Hardware,Direct to Healthcare Professional,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/af89c6b074d043b2a8adae9242a1182a
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,HAPPY DOCTORS DAY REALLY? - MANIPAL HOSPITALS,MANIPAL HOSPITALS,Social Hardware,Direct to Healthcare Professional,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/868ebe3f6c6c47ec91a3b97050c8e6f4
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,TOMORROW PSORIASIS,UCB,INFRONT CO LTD,Disease Awareness & Understanding,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/b1406c0f3eed4f8fb4da81bfbae63e50
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,DEPRESSION CAN BE EVERYWHERE,PFIZER,WEBER SHANDWICK,Disease Awareness & Understanding,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/14149ea9d1cb4cbf8d2357b4595d7194
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,REASSESS YOUR MS,NOVARTIS,NOVARTIS,Disease Awareness & Understanding,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/a57788c4e19144668cd2f7afb18facae
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,ACCESS TO HEALTHCARE,TAKEDA PHARMACEUTICALS,THE PRECINCT,Disease Awareness & Understanding,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/abcebef8ae24413e90e9423c88261321/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,MEET THE SURVIVORS,,OGILVY PAKISTAN,Disease Awareness & Understanding,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/45d9825b237345ddbf70aa52b48b82d2
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,RED CAMPAIGN,VIATRIS KOREA,EDELMAN,Disease Awareness & Understanding,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/e8bce202a2b44864b6a6326ff585cc40
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,MEET THE SURVIVORS,,OGILVY PAKISTAN,Disease Awareness & Understanding,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/45d9825b237345ddbf70aa52b48b82d2
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,THE BABY WHO CHANGED THE WORLD A WHITE PAPER LIKE NO OTHER,BODY POSITIVE/POSITIVE WOMEN,TRIBAL AOTEAROA,Healthcare Professional Engagement,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/cbb7cdf969ce490f813aa77df3b4ffc2
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,6 MINUTES TOGETHER,JANSSEN PHARMA,McCANN HEALTH,Patient Engagement,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/de268d628d224d33a5676ba553b19023
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,6 MINUTES TOGETHER,JANSSEN PHARMA,McCANN HEALTH,Patient Engagement,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/de268d628d224d33a5676ba553b19023
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,6 MINUTES TOGETHER,JANSSEN PHARMA,McCANN HEALTH,Patient Engagement,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/de268d628d224d33a5676ba553b19023
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,MEMORABLES,NIGHTINGALES MEDICAL TRUST,McCANN INDIA,Patient Engagement,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/e107bf593a1a461cb7029d69cd12be1b
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,MEMORABLES,NIGHTINGALES MEDICAL TRUST,McCANN INDIA,Patient Engagement,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/e107bf593a1a461cb7029d69cd12be1b
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,6 MINUTES TOGETHER,JANSSEN PHARMA,McCANN HEALTH,Patient Engagement,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/de268d628d224d33a5676ba553b19023
Spikes Asia,2022,BRAND-LED EDUCATION & AWARENESS,MEMORABLES,NIGHTINGALES MEDICAL TRUST,McCANN INDIA,Patient Engagement,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/e107bf593a1a461cb7029d69cd12be1b
Spikes Asia,2022,INNOVATIVE USE OF DATA TECHNOLOGY,TUNA SCOPE 2021,SOJITZ CORPORATION,DENTSU INC,Innovative Use of Data Technology,Grand Prix,https://ascentialcdn.filespin.io/api/v1/conversion/5fb06a3a41d2433aa1dbd09d0eb0aaf4
Spikes Asia,2022,INNOVATIVE USE OF DATA TECHNOLOGY,SLOW ROAD,JEJU TOURISM ORGANIZATION,CHEIL WORLDWIDE,Data Integration,Gold,https://ascentialcdn.filespin.io/api/v1/storyboard/475d4d3f46384ae2b86cd944151f4c8c/storyboard_000008.jpg
Spikes Asia,2022,INNOVATIVE USE OF DATA TECHNOLOGY,TUNA SCOPE 2021,SOJITZ CORPORATION,DENTSU INC,Customer & Business Intelligence,Gold,https://ascentialcdn.filespin.io/api/v1/storyboard/dc608ad8269140748e5775b7bd5d8c49/storyboard_000008.jpg
Spikes Asia,2022,INNOVATIVE USE OF DATA TECHNOLOGY,MYHOOMAN,MARS,COLENSO BBDO,Data-driven Consumer Product,Gold,https://ascentialcdn.filespin.io/api/v1/conversion/ffaa2d5fc8084ebdabda9fa20c622ed8
Spikes Asia,2022,INNOVATIVE USE OF DATA TECHNOLOGY,SLOW ROAD,JEJU TOURISM ORGANIZATION,CHEIL WORLDWIDE,Creative Data Collection & Research,Shortlist,https://ascentialcdn.filespin.io/api/v1/storyboard/475d4d3f46384ae2b86cd944151f4c8c/storyboard_000008.jpg
Spikes Asia,2022,INNOVATIVE USE OF DATA TECHNOLOGY,AAMI REST TOWNS,AAMI,OGILVY AUSTRALIA,Data-driven Targeting & Personalisation,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/369a77c7ea8b443780b4c3fe8eff306a
Spikes Asia,2022,INNOVATIVE USE OF DATA TECHNOLOGY,AAMI REST TOWNS,AAMI,OGILVY AUSTRALIA,Use of Real-time Data,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/369a77c7ea8b443780b4c3fe8eff306a
Spikes Asia,2022,INNOVATIVE USE OF DATA TECHNOLOGY,MYHOOMAN,MARS,COLENSO BBDO,Data Integration,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/7c7f80f224ba4650a20dafa2a65800ea
Spikes Asia,2022,INNOVATIVE USE OF DATA TECHNOLOGY,THE BIRDS AND THE BEES 20,THAI NIPPON RUBBER INDUSTRY PUBLIC COMPANY LIMITED,YELL ADVERTISING,Social Data & Insight,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/110994045d5e43c5b86d67c69ead58fe
Spikes Asia,2022,INNOVATIVE USE OF DATA TECHNOLOGY,UFS KILLER RECIPES,UNILEVER,MINDSHARE,Social Data & Insight,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/997ed919ec8b44acbe6b834da78f16cf
Spikes Asia,2022,INNOVATIVE USE OF DATA TECHNOLOGY,HIT JINGLE,LAZADA,PUBLICIS JIMENEZBASIC,Social Data & Insight,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/7028ecaacb1d433cbea4dbf90fede68d
Spikes Asia,2022,INNOVATIVE USE OF DATA TECHNOLOGY,DRIVING EFFICIENCIES WITH A DATA-DRIVEN STRATEGY,MARINA BAY SANDS,MARINA BAY SANDS,Innovative use of Analytics,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/9bb73cc8c97a4412aa654f285dcd402f
Spikes Asia,2022,INNOVATIVE USE OF DATA TECHNOLOGY,GIVE A FLYBUYS,FLYBUYS,CHE PROXIMITY,Data-driven Targeting & Personalisation,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/94d3e7afd6584a20bd7b09b57bcad0a2
Spikes Asia,2022,INNOVATIVE USE OF DATA TECHNOLOGY,MASK ID,DALKOMM,INNOCEAN WORLDWIDE,Data-driven Targeting & Personalisation,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/fdc378a9de924b058a899b69ba65e3d3
Spikes Asia,2022,INNOVATIVE USE OF DATA TECHNOLOGY,EARTHQUAKE TRIGGERED,EQC (EARTHQUAKE COMMISSION),VMLY&R,Data-driven Targeting & Personalisation,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/e88d01db0add459182bf2e05b95566b4
Spikes Asia,2022,INNOVATIVE USE OF DATA TECHNOLOGY,ACHIEVING GROWTH WITH DATA-LED PERSONALISATION,SCHNEIDER ELECTRIC,TRANSMISSION,Data-driven Targeting & Personalisation,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/3f8e6a6ac72144e89507631b3e5ac0d5
Spikes Asia,2022,INNOVATIVE USE OF DATA TECHNOLOGY,KIREI KIREI CARING ALERT,LION CORPORATION,DATA FIRST CO LTD,Data-driven Targeting & Personalisation,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/3e0ce15f8ddd4a269e8d1da1b679c9d0
